QueryText,KccAns
FARMER ASKED QUERY ON CATERPILLAR  MANAGEMENT IN MAIZE,"RECOMMENDED TO SPRAY  CHLORPYRIFOS  (CORABAN/PREDATOR) 500 ML/200 LITRES OF WATER / ACRE
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
 RECOMMENDED TO SPRAY  CHLORPYRIFOS  50 EC (CORABAN/PREDATOR) 320 ML/200 LITRES OF WATER / ACRE
 క్లోరోఫైరిఫాస్   50EC 320 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"FARMER ASKED QUERY ON PM KISAN  ADHAR CARD IN OTHER STATE LAND IS ANOTHER STATE PROBLEM
", RECOMMENDED TO PLEASE  CONTACT MANDAL AGRICULTURAL OFFFICER (MAO) AND JDA  ABOUT THIS  SCHEME
BENGAL GRAM sucking pest management ,"థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUERY ABOUT DISEASE MANAGEMENT IN CHRYSANTHEMUM ,"RECOMMENDED TO SPRAY ( CARBENDAZIM +MANCOZEB ) (SAAF) 400GM / 200 LIT OF WATER /ACRE
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
Farmer asked query on Weather,"         CLOUDY WEATHER, CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది , జల్లులు పడే అవకాశం కలదు
"
red gram seed varieties ,"రకం- పల్నాడు(ఎల్.ఆర్.జి.30),కం- మారుతి(ఐ.సి.పి.8863),రకం- అభయ(ఐ.సి.పి.ఎల్.332),రకం - లక్ష్మి(ఐ.సి.పి.ఎల్.85063),రకం- ఆశ(ఐ.సి.పి.ఎల్.87119),రకం-(హెచ్.వై.3సి)"
red gram water management ,"ఈశాన్య ఋతుపవనాల ప్రభావం లేని ప్రాంతాల్లో రబీ కందికి 2తేలిక పాటి తడులు ఇవ్వాలి.ఈ తడులు మొగ్గ రాబోయే ముందు ఒకసారి,కాయ దశలో ఒకసారి ఇవ్వాలి."
BHINDI WEED POST EMERGENCE MANAGEMENT ,RECOMMENDED TO HAND WEEDING IS THEBEST METHOD 
Farmer asked query on Weather,"    CLOUDY WEATHER, CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది , జల్లులు పడే అవకాశం కలదు
"
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN MANGO,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER/ ACRE (1KG/ACRE/200 LITS OF WATER)
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి 
RECOMMENDED TO SPRAY AGROMINIMAX 3 GRAMS /1 LITER OF WATER 
 అగ్రోమిం మాక్స్ @౩గ్రాములు ఒక లీటర్ నీటికి.
అగ్రోమింమ్యాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి    
"
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది

"
FARMER ASKED QUERY ON BORER MANAGEMENT IN MAIZE,"RECOMMENDED TO SPRAY  CHLORPYRIFOS  (CORABON/PREDATOR) 500 ML/200 LITRES OF WATER / ACRE
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

"
"FARMER ASKED QUERY ON UP FOLD(THRIPS) AND DOEN FOLD(MITE) IN CHILLI
","RECOMMENDED TO SPRAY Bayer Movento Energy  (Spirotetramat 11.01% + Imidacloprid) 200 ML/200 LITRES OF WATER /ACRE 
"
FARMER ASKED QUERY ON SOWING TIME OF SUNFLOWER ,RECOMMENDED TO RABI CROP - NOV TO DEC
Tomato organic forming,"
PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER "
Farmer asked query on Weather,"    CLOUDY WEATHER, CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది , జల్లులు పడే అవకాశం కలదు
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు

"
FARMER ASKED QUERY ON MITE MANAGEMENT IN CHILLI,"RECOMMENDED TO SPRAY AZADIRHACHTIN 5 ML / 1 LITRE OF WATER 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
RECOMMENDED TO SPRAY SPIROMESIFEN (OBERON) 200ML /150 LITRES OF WATER /ACRE    స్పైరోమైసిఫెన్  200 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
FARMER ASKED QUERY ON WEED MANAGEMENT IN MANGO,"RECOMMENDED TO SPRAY ATRAZINE (ATRATOP/SOLARO)  800  GRAMS/240 LITRES OF WATER PER ACRE  
అట్రజిన్(ఆత్రటాప్, సొలరో )   800  గ్రాములు 240 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
FARMER ASKED QUERY ON WEED MANAGEMENT IN MAIZE,"RECOMMENDED TO SPRAY ATRAZINE (ATRATOP/SOLARO)  800  GRAMS/200 LITRES OF WATER PER ACRE  
అట్రజిన్(ఆత్రటాప్, సొలరో )   800  గ్రాములు 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
Farmer asked query on Weather,"         CLOUDY WEATHER, CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది , జల్లులు పడే అవకాశం కలదు
"
Farmer asked query on Weather,"         CLOUDY WEATHER, CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది , జల్లులు పడే అవకాశం కలదు
"
Farmer asked query on Weather,"         CLOUDY WEATHER, CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది , జల్లులు పడే అవకాశం కలదు
"
Farmer asked query on Weather,"         CLOUDY WEATHER, CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది , జల్లులు పడే అవకాశం కలదు
"
Farmer asked query on Weather,"WEATHER REPORT: 
DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
FARMER ASKED QUERY ABOUT PM KISAN SAMMAN NIDHI YOJANA STATUS,"Either details are not registered in the portal or rejected due to wrong details.
RECOMMENDED TO CALL AGAIN AFTER SOMETIME AFTER KNOWING THE REGISTRATION NUMBER FOR FURTHER DETAILS."
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది

"
farmer asked about powdery mildew management in chilli ?,"RECOMMENDED TO SPRAY  HEXACONAZOLE  (CONTAF) 400 ML /200 LITRES OF WATER / ACRE  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
FARMER ASKED QUERY ON  INFORMATION ABOUT GOVERNMENT PROCUREMENT ,#NAME?
FARMER ASKED QUERY ON FERTILIZER MANAGEMENT IN CITRUS," RECOMMENDED TO APPLY  FERTILIZERS 14-35-14
14-28-14"
Farmer asked query on Weather,"WEATHER REPORT:
THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది
"
Farmer asked query on Weather,"మీ ప్రాంతం లో వాతావరణం పొడిగా ఉంటుంది 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది
"
groundnut sowing time ,recommended to sowing time- November - December 15 
groundnut fertilizer schedule management ,recommended to  apply  gypsum 200 kg acre 
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది

"
Farmer asked query on Weather,"WEATHER REPORT : THERE IS A CHANCE OF CLOUDY WEATHER, SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు పడే అవకాశం ఉంది
"
FARMER ASKED QUERY ON HOW MANY DAYS REQUIRED  TO GROW DHAINCHA  CROP IN ALKALI SOILS,RECOMMENDED TO 45-55 DAYS DAYS REQUIRED  TO GROW DHAINCHA  CROP IN ALKALI SOILS
Farmer asked query on Weather,"CLOUDY WEATHER,CHANCE OF SHOWERS IN YOUR AREA 
 మీ ప్రాంతములో వాతావరణం మొబ్బులతో ఉంటుంది, జల్లులు పడే అవకాశం ఉంది
"
Farmer asked query on Weather,"WEATHER REPORT :  
THERE IS CHANCE OF DRY WEATHER  IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది
"
Farmer asked query on Weather," CLOUDY WEATHER,CHANCE OF SHOWERS IN YOUR AREA 
 మీ ప్రాంతములో వాతావరణం మొబ్బులతో ఉంటుంది, జల్లులు పడే అవకాశం ఉంది
"
MISSED CALL,MISSED CALL
Farmer asked query on Weather,మీ ప్రాంతం లో మబ్బులు పాటి వర్షం పడే అవకాశం ఉంటుంది
Farmer asked query on Weather,మీ ప్రాంతం లో మబ్బులు పాటి వర్షం పడే అవకాశం ఉంటుంది
Farmer asked query on Weather,"TODAY THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA BUT NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది కానీ జల్లులు పడే అవకాశం లేదు
"
Farmer asked query on Weather,మీ ప్రాంతం లో మబ్బులు పాటి వర్షం పడే అవకాశం ఉంటుంది
FARMER ASKED QUERY ON MARKET INFORMATION OF CHILLI,"                                                                                                       Min Price	Modal Price	Max Price
ANDHRA PRADESH	GUNTUR	CHILLI-DEVANURU DELUX	7,000	   27,500	            30,069"
Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది , వర్షం పడే అవకాశం ఉంది "
Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  పడే అవకాశం ఉంది 
"
Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు  పడే అవకాశం ఉంది.
"
Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు  పడే అవకాశం ఉంది.
"
Farmer asked query on Weather,"THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది
"
Farmer asked query on Weather,"    CLOUDY WEATHER,CHANCE OF SHOWERS IN YOUR AREA 
 మీ ప్రాంతములో వాతావరణం మొబ్బులతో ఉంటుంది, జల్లులు పడే అవకాశం ఉంది
"
Farmer asked query on Weather,"WEATHER REPORT: 
DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
FARMER ASKED QUERY ON GEMINI VIRUS  CONTROL IN CHILLI,"RECOMMENDED TO SPRAY  BETA CYFLUTHRIN+IMIDACLOPRID  (BAYER-SOLOMAN) 400 ML / 200 LITRES OF WATER /ACRE 
"
Farmer asked query on Weather,"WEATHER REPORT: 
DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
Farmer asked query on Weather,"					
WEATHER REPORT:

THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది
"
Farmer asked query on Weather,"CLOUDY WEATHER,CHANCE OF SHOWERS IN YOUR AREA 
 మీ ప్రాంతములో వాతావరణం మొబ్బులతో ఉంటుంది, జల్లులు పడే అవకాశం ఉంది
"
Farmer asked query on Weather,"WEATHER REPORT : THERE IS A CHANCE OF CLOUDY WEATHER, SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు పడే అవకాశం ఉంది
"
 FARMER ASKED QUERY ON  SUCKING PEST IN CHILLIES,RECOMMENDED DOSAGE  SURF 0.5 GRAMS/ LITER WATER
FARMER ASKED QUERY ON GYPSUM EXPIRE DATE ,RECOMMENDED TO SEE THE PACKAGING BAG FOR THE EXPIRE DATE IF THE PRODUCT IS EXPIRED DO NOT USE THE PRODUCT 
FARMER ASKED QUERY ON STEMROT  CONTROL IN PADDY CROP,"RECOMMENDED TO SPRAY PROPICONAZOLE (TILT) 200 ML/200 LITERS OF WATER/ACRE/(OR)
RECOMMENDED TO SPRAY  HEXACONAZOLE  (CONTAF) 400 ML /200 LITRES OF WATER / ACRE  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
